timestamp,amount,action,location,User_ID,user_name,is_fraud
2023-04-01 00:00:00,252.44293526544146,withdrawal,Los Angeles,3,User_3,True
2023-04-01 00:00:00,41.464852686965756,withdrawal,Houston,5,User_5,True
2023-04-01 00:00:00,228.23621582028974,credit,New York,9,User_9,True
2023-04-01 00:15:00,346.84801135281197,withdrawal,Houston,1,User_1,False
2023-04-01 00:15:00,111.18817375465022,credit,Los Angeles,2,User_2,False
2023-04-01 00:15:00,849.0194226839852,credit,New York,3,User_3,False
2023-04-01 00:15:00,540.8658105401537,credit,Los Angeles,4,User_4,False
2023-04-01 00:15:00,831.1106176104649,credit,San Jose,5,User_5,False
2023-04-01 00:15:00,985.3693054541502,withdrawal,Los Angeles,10,User_10,False
2023-04-01 00:30:00,285.1938670789912,credit,Chicago,1,User_1,False
2023-04-01 00:30:00,361.7179932252463,credit,Los Angeles,2,User_2,False
2023-04-01 00:30:00,385.6608873400713,withdrawal,Phoenix,6,User_6,False
2023-04-01 00:30:00,407.15313915210567,withdrawal,Houston,10,User_10,False
2023-04-01 00:45:00,220.5002786135992,credit,San Antonio,1,User_1,False
2023-04-01 00:45:00,151.44287453764204,withdrawal,Houston,2,User_2,False
2023-04-01 00:45:00,749.5436735357353,credit,San Jose,3,User_3,False
2023-04-01 00:45:00,368.37647927647487,withdrawal,Dallas,4,User_4,False
2023-04-01 00:45:00,100.00031805205595,withdrawal,Los Angeles,5,User_5,False
2023-04-01 00:45:00,600.4449404246541,credit,San Antonio,8,User_8,False
2023-04-01 00:45:00,533.8232016481456,withdrawal,Los Angeles,9,User_9,False
2023-04-01 00:45:00,770.9127453308715,credit,Los Angeles,10,User_10,False
2023-04-01 01:00:00,440.4175981624139,credit,New York,1,User_1,True
2023-04-01 01:00:00,972.1692178814131,withdrawal,Dallas,2,User_2,True
2023-04-01 01:00:00,843.2526546907424,withdrawal,Chicago,4,User_4,True
2023-04-01 01:00:00,764.8856920743998,withdrawal,San Jose,5,User_5,True
2023-04-01 01:00:00,493.7196509486584,withdrawal,Phoenix,6,User_6,True
2023-04-01 01:00:00,247.05778723467822,withdrawal,San Jose,7,User_7,True
2023-04-01 01:00:00,817.8630208858876,withdrawal,Chicago,10,User_10,True
2023-04-01 01:15:00,947.3801929079409,withdrawal,Philadelphia,1,User_1,False
2023-04-01 01:15:00,964.7192769473806,withdrawal,Philadelphia,2,User_2,False
2023-04-01 01:15:00,995.1978630942857,credit,San Diego,3,User_3,False
2023-04-01 01:15:00,129.79415390958306,withdrawal,Los Angeles,4,User_4,False
2023-04-01 01:15:00,30.82391740698829,withdrawal,San Jose,5,User_5,False
2023-04-01 01:30:00,80.14877638976691,withdrawal,Philadelphia,3,User_3,False
2023-04-01 01:30:00,222.0944392967342,withdrawal,San Jose,4,User_4,False
2023-04-01 01:30:00,250.56726997176727,credit,San Antonio,5,User_5,False
2023-04-01 01:30:00,360.75459092365827,credit,San Diego,9,User_9,False
2023-04-01 01:45:00,730.9314525567709,withdrawal,Houston,3,User_3,False
2023-04-01 01:45:00,148.78047412382674,withdrawal,Philadelphia,6,User_6,False
2023-04-01 01:45:00,257.3083834032795,withdrawal,San Diego,7,User_7,False
2023-04-01 02:00:00,490.78471419621127,withdrawal,San Antonio,4,User_4,True
2023-04-01 02:00:00,12.133824567912164,credit,Philadelphia,7,User_7,True
2023-04-01 02:00:00,292.3967366574511,credit,Chicago,8,User_8,True
2023-04-01 02:00:00,225.5238894300332,withdrawal,San Jose,10,User_10,True
2023-04-01 02:15:00,66.59362017840824,credit,Dallas,2,User_2,False
2023-04-01 02:15:00,128.68774780765295,withdrawal,San Jose,10,User_10,False
2023-04-01 02:30:00,660.7994328277972,credit,Philadelphia,3,User_3,False
2023-04-01 02:30:00,246.29909308968757,credit,Chicago,5,User_5,False
2023-04-01 02:30:00,462.6523268447475,withdrawal,New York,6,User_6,False
2023-04-01 02:30:00,624.9476629381619,withdrawal,Los Angeles,7,User_7,False
2023-04-01 02:30:00,141.13200466280261,credit,Los Angeles,9,User_9,False
2023-04-01 02:45:00,292.13751730449013,credit,Dallas,1,User_1,False
2023-04-01 02:45:00,615.5609880686906,withdrawal,Dallas,2,User_2,False
2023-04-01 02:45:00,932.4384790417166,withdrawal,Chicago,3,User_3,False
2023-04-01 02:45:00,124.27438371491118,withdrawal,Dallas,4,User_4,False
2023-04-01 02:45:00,288.9387087433153,withdrawal,Phoenix,6,User_6,False
2023-04-01 02:45:00,510.3549675170073,credit,New York,8,User_8,False
2023-04-01 02:45:00,831.0546084784971,withdrawal,New York,10,User_10,False
2023-04-01 03:00:00,773.4080307894309,credit,Chicago,1,User_1,True
2023-04-01 03:00:00,556.1636169151274,credit,Dallas,2,User_2,True
2023-04-01 03:00:00,586.684470824896,withdrawal,San Antonio,8,User_8,True
2023-04-01 03:15:00,371.0050001739835,withdrawal,Phoenix,1,User_1,False
2023-04-01 03:15:00,782.3150794527282,credit,San Jose,5,User_5,False
2023-04-01 03:15:00,34.538498279206834,credit,San Antonio,10,User_10,False
2023-04-01 03:30:00,167.60586455092394,withdrawal,San Antonio,2,User_2,False
2023-04-01 03:30:00,230.20938037020778,credit,Phoenix,4,User_4,False
2023-04-01 03:30:00,822.3310171618464,withdrawal,Houston,5,User_5,False
2023-04-01 03:30:00,334.97933168572945,withdrawal,Philadelphia,8,User_8,False
2023-04-01 03:30:00,645.0669212215514,credit,Dallas,9,User_9,False
2023-04-01 03:30:00,939.8447689214686,withdrawal,Philadelphia,10,User_10,False
2023-04-01 03:45:00,47.87462537973009,credit,Phoenix,2,User_2,False
2023-04-01 03:45:00,442.0299450319019,withdrawal,San Antonio,3,User_3,False
2023-04-01 03:45:00,53.94266837609878,credit,New York,5,User_5,False
2023-04-01 03:45:00,436.98442562873703,credit,San Jose,7,User_7,False
2023-04-01 03:45:00,666.7536015028888,withdrawal,Philadelphia,8,User_8,False
2023-04-01 03:45:00,670.2239750646723,credit,San Antonio,9,User_9,False
2023-04-01 03:45:00,558.8683528901257,withdrawal,San Antonio,10,User_10,False
2023-04-01 04:00:00,680.5447658200056,withdrawal,San Jose,1,User_1,True
2023-04-01 04:00:00,412.0144170705812,withdrawal,Philadelphia,2,User_2,True
2023-04-01 04:00:00,218.0808580338155,credit,San Diego,3,User_3,True
2023-04-01 04:00:00,447.7382013117593,withdrawal,Dallas,4,User_4,True
2023-04-01 04:00:00,795.7980451149419,withdrawal,Los Angeles,5,User_5,True
2023-04-01 04:00:00,520.2974898160643,credit,Los Angeles,6,User_6,True
2023-04-01 04:00:00,232.3942593373154,withdrawal,Chicago,8,User_8,True
2023-04-01 04:15:00,615.1612333300733,withdrawal,San Diego,2,User_2,False
2023-04-01 04:15:00,887.2755399604717,withdrawal,San Antonio,3,User_3,False
2023-04-01 04:15:00,405.6563342477723,withdrawal,New York,4,User_4,False
2023-04-01 04:15:00,226.65272544419622,credit,New York,6,User_6,False
2023-04-01 04:15:00,142.00571450145858,credit,Dallas,9,User_9,False
2023-04-01 04:15:00,950.5392123587244,credit,San Jose,10,User_10,False
2023-04-01 04:30:00,832.2634780242009,credit,Chicago,1,User_1,False
2023-04-01 04:30:00,455.569059674439,withdrawal,Philadelphia,2,User_2,False
2023-04-01 04:30:00,630.4809526119635,credit,San Diego,3,User_3,False
2023-04-01 04:30:00,242.148642234489,credit,Phoenix,5,User_5,False
2023-04-01 04:30:00,697.0103141760618,withdrawal,Los Angeles,10,User_10,False
2023-04-01 04:45:00,413.52337596992083,credit,San Antonio,1,User_1,False
2023-04-01 04:45:00,395.5820445402718,withdrawal,San Jose,4,User_4,False
2023-04-01 04:45:00,482.20993523178333,credit,Philadelphia,5,User_5,False
2023-04-01 04:45:00,854.9134710634136,credit,Dallas,6,User_6,False
2023-04-01 04:45:00,227.2274182752218,credit,San Diego,8,User_8,False
2023-04-01 04:45:00,342.76824826139864,credit,Chicago,10,User_10,False
2023-04-01 05:00:00,920.3462044622862,withdrawal,San Antonio,1,User_1,True
2023-04-01 05:00:00,144.3424923582586,credit,Chicago,4,User_4,True
2023-04-01 05:00:00,385.3128255462582,withdrawal,San Diego,6,User_6,True
2023-04-01 05:00:00,344.1255425931319,credit,Philadelphia,7,User_7,True
2023-04-01 05:00:00,259.7488164645568,withdrawal,San Diego,8,User_8,True
2023-04-01 05:15:00,231.9799440625507,withdrawal,New York,1,User_1,False
2023-04-01 05:15:00,672.7642561737116,withdrawal,San Diego,9,User_9,False
2023-04-01 05:15:00,769.2291173726784,withdrawal,San Jose,10,User_10,False
2023-04-01 05:30:00,117.0177621610305,withdrawal,Philadelphia,3,User_3,False
2023-04-01 05:30:00,402.68789710146103,withdrawal,Los Angeles,4,User_4,False
2023-04-01 05:30:00,851.7903066979084,withdrawal,San Jose,7,User_7,False
2023-04-01 05:30:00,537.4177928573953,credit,Los Angeles,9,User_9,False
2023-04-01 05:30:00,22.52562866419455,credit,San Diego,10,User_10,False
2023-04-01 05:45:00,961.1796915424328,credit,Chicago,2,User_2,False
2023-04-01 05:45:00,184.37559147519877,credit,San Jose,3,User_3,False
2023-04-01 05:45:00,470.22503391816275,credit,Phoenix,4,User_4,False
2023-04-01 05:45:00,882.8148721627442,withdrawal,San Diego,7,User_7,False
2023-04-01 05:45:00,343.0326536924615,credit,Phoenix,8,User_8,False
2023-04-01 05:45:00,219.9986516779416,credit,Phoenix,10,User_10,False
2023-04-01 06:00:00,881.5167799606431,credit,Dallas,1,User_1,True
2023-04-01 06:00:00,493.6920683802995,withdrawal,San Diego,6,User_6,True
2023-04-01 06:00:00,453.69280409070507,withdrawal,Los Angeles,7,User_7,True
2023-04-01 06:00:00,229.38043646780486,withdrawal,Philadelphia,8,User_8,True
2023-04-01 06:00:00,478.52788387192953,credit,San Antonio,9,User_9,True
2023-04-01 06:00:00,358.29242233802665,credit,Philadelphia,10,User_10,True
2023-04-01 06:15:00,258.8896394389321,withdrawal,Houston,1,User_1,False
2023-04-01 06:15:00,128.3591938425023,withdrawal,Houston,2,User_2,False
2023-04-01 06:15:00,283.73463069900237,credit,Los Angeles,4,User_4,False
2023-04-01 06:15:00,235.20833184772917,withdrawal,Philadelphia,6,User_6,False
2023-04-01 06:15:00,55.060543973386146,withdrawal,Dallas,9,User_9,False
2023-04-01 06:15:00,700.4432189810925,withdrawal,San Diego,10,User_10,False
2023-04-01 06:30:00,474.7029754812051,credit,Phoenix,3,User_3,False
2023-04-01 06:30:00,941.6529608004222,credit,Los Angeles,6,User_6,False
2023-04-01 06:30:00,496.82909468815734,withdrawal,Chicago,8,User_8,False
2023-04-01 06:30:00,94.32909931226774,withdrawal,Los Angeles,10,User_10,False
2023-04-01 06:45:00,610.2544747305332,withdrawal,Dallas,1,User_1,False
2023-04-01 06:45:00,456.0093202398667,credit,Philadelphia,2,User_2,False
2023-04-01 06:45:00,312.32644187616677,withdrawal,San Jose,3,User_3,False
2023-04-01 06:45:00,663.8238558201163,withdrawal,Houston,7,User_7,False
2023-04-01 07:00:00,455.99866757152535,credit,Philadelphia,2,User_2,True
2023-04-01 07:00:00,709.8862715802429,credit,Los Angeles,5,User_5,True
2023-04-01 07:00:00,789.9497463802641,withdrawal,San Antonio,7,User_7,True
2023-04-01 07:15:00,828.3648480535591,withdrawal,New York,1,User_1,False
2023-04-01 07:15:00,599.0935969462106,credit,San Diego,3,User_3,False
2023-04-01 07:15:00,691.7912112999728,credit,Philadelphia,5,User_5,False
2023-04-01 07:15:00,443.381274935882,withdrawal,San Antonio,6,User_6,False
